date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,sessions,total_orders,new_customers,cvr_percentage,cac_usd
2024-04-05,Google Ads,Video,SaaS,Canada,177115,8005,0.0452,2.9,23214.5,460,50.47,108688.43,4.68,7604,460,368,6.05,63.08
2024-10-03,TikTok Ads,Search,Healthcare,Australia,141087,10609,0.0752,0.44,4667.96,737,6.33,190244.62,40.76,10078,737,589,7.31,7.93
2024-11-03,TikTok Ads,Video,SaaS,Australia,184745,12451,0.0674,1.67,20793.17,404,51.47,23357.33,1.12,11828,404,323,3.42,64.38
2024-09-10,Google Ads,Shopping,E-commerce,UAE,104969,5773,0.055,1.42,8197.66,142,57.73,24245.52,2.96,5484,142,113,2.59,72.55
2024-06-03,TikTok Ads,Shopping,Fintech,India,80885,3995,0.0494,0.44,1757.8,79,22.25,10692.34,6.08,3795,79,63,2.08,27.9
2024-04-15,Google Ads,Video,E-commerce,Canada,33807,807,0.0239,2.03,1638.21,25,65.53,5072.77,3.1,766,25,20,3.26,81.91
2024-03-21,Meta Ads,Search,SaaS,India,198074,5783,0.0292,0.61,3527.63,263,13.41,60037.86,17.02,5493,263,210,4.79,16.8
2024-11-17,Google Ads,Search,EdTech,UK,115282,4876,0.0423,3.76,18333.76,77,238.1,2427.15,0.13,4632,77,61,1.66,300.55
2024-02-27,Google Ads,Display,Healthcare,USA,45880,2817,0.0614,1.14,3211.38,62,51.8,2770.83,0.86,2676,62,49,2.32,65.54
2024-05-21,Meta Ads,Search,Healthcare,Germany,20993,583,0.0278,1.28,746.24,45,16.58,4493.83,6.02,553,45,36,8.14,20.73
2024-03-11,Google Ads,Video,SaaS,Canada,183448,8053,0.0439,2.08,16750.24,351,47.72,74979.38,4.48,7650,351,280,4.59,59.82
2024-01-21,TikTok Ads,Shopping,EdTech,UAE,119944,9331,0.0778,0.61,5691.91,717,7.94,101587.49,17.85,8864,717,573,8.09,9.93
2024-01-27,TikTok Ads,Search,Healthcare,Canada,69198,3529,0.051,0.55,1940.95,256,7.58,15199.33,7.83,3352,256,204,7.64,9.51
2024-12-08,Meta Ads,Search,Healthcare,UK,46936,2234,0.0476,0.79,1764.86,55,32.09,5977.87,3.39,2122,55,44,2.59,40.11
2024-07-04,TikTok Ads,Video,EdTech,India,21689,895,0.0413,0.95,850.25,22,38.65,4747.38,5.58,850,22,17,2.59,50.01
2024-03-14,TikTok Ads,Search,EdTech,India,24504,899,0.0367,1.42,1276.58,41,31.14,3721.4,2.92,854,41,32,4.8,39.89
2024-04-16,Meta Ads,Shopping,E-commerce,Canada,119053,4000,0.0336,1.01,4040.0,152,26.58,25959.16,6.43,3800,152,121,4.0,33.39
2024-01-21,TikTok Ads,Search,Healthcare,Canada,160522,5425,0.0338,1.11,6021.75,398,15.13,79057.93,13.13,5153,398,318,7.72,18.94
2024-08-04,Google Ads,Shopping,EdTech,UK,158627,7725,0.0487,2.88,22248.0,299,74.41,66700.13,3.0,7338,299,239,4.07,93.09
2024-06-26,Meta Ads,Video,SaaS,Germany,157955,2780,0.0176,0.62,1723.6,202,8.53,49191.36,28.54,2641,202,161,7.65,10.71
2024-03-16,Meta Ads,Shopping,EdTech,USA,196112,2647,0.0135,1.51,3996.97,187,21.37,16387.67,4.1,2514,187,149,7.44,26.83
2024-02-15,Meta Ads,Display,EdTech,Germany,67167,1907,0.0284,1.43,2727.01,114,23.92,20596.75,7.55,1811,114,91,6.29,29.97
2024-08-07,Google Ads,Display,Healthcare,India,90550,3966,0.0438,2.76,10946.16,207,52.88,7960.57,0.73,3767,207,165,5.5,66.34
2024-09-07,Google Ads,Shopping,EdTech,USA,91150,4119,0.0452,3.83,15775.77,98,160.98,4547.95,0.29,3913,98,78,2.5,202.25
2024-04-20,Google Ads,Display,Fintech,India,157832,4072,0.0258,2.38,9691.36,124,78.16,34560.39,3.57,3868,124,99,3.21,97.89
2024-09-27,Google Ads,Video,Fintech,India,28958,1355,0.0468,2.87,3888.85,49,79.36,13909.3,3.58,1287,49,39,3.81,99.71
2024-11-09,Meta Ads,Shopping,EdTech,UAE,8487,271,0.032,0.91,246.61,14,17.62,4179.96,16.95,257,14,11,5.45,22.42
2024-01-04,Meta Ads,Shopping,Healthcare,Canada,91284,2126,0.0233,0.92,1955.92,132,14.82,23916.94,12.23,2019,132,105,6.54,18.63
2024-03-22,Meta Ads,Video,Fintech,Germany,84737,1415,0.0167,0.61,863.15,67,12.88,10044.57,11.64,1344,67,53,4.99,16.29
2024-11-26,Meta Ads,Search,EdTech,Australia,31547,772,0.0245,1.99,1536.28,15,102.42,4188.5,2.73,733,15,12,2.05,128.02
2024-12-29,Meta Ads,Video,SaaS,Canada,162038,2722,0.0168,0.77,2095.94,71,29.52,16951.26,8.09,2585,71,56,2.75,37.43
2024-08-28,Google Ads,Video,EdTech,UAE,145119,9998,0.0689,1.46,14597.08,233,62.65,60859.85,4.17,9498,233,186,2.45,78.48
2024-05-10,TikTok Ads,Display,Healthcare,Canada,92601,4065,0.0439,0.52,2113.8,324,6.52,24076.73,11.39,3861,324,259,8.39,8.16
2024-12-30,Google Ads,Shopping,Healthcare,Canada,148041,8053,0.0544,3.47,27943.91,98,285.14,4146.07,0.15,7650,98,78,1.28,358.26
2024-09-25,Google Ads,Display,E-commerce,UK,25195,738,0.0293,2.61,1926.18,12,160.52,432.4,0.22,701,12,9,1.71,214.02
2024-01-21,Google Ads,Display,EdTech,Australia,186465,8689,0.0466,2.42,21027.38,367,57.3,57833.06,2.75,8254,367,293,4.45,71.77
2024-09-06,Google Ads,Shopping,Fintech,Australia,136960,5382,0.0393,1.42,7642.44,230,33.23,39826.63,5.21,5112,230,184,4.5,41.54
2024-04-21,Google Ads,Video,EdTech,USA,193405,7852,0.0406,0.96,7537.92,459,16.42,79715.61,10.58,7459,459,367,6.15,20.54
2024-06-05,Meta Ads,Video,Healthcare,USA,118591,4043,0.0341,1.15,4649.45,303,15.34,36581.13,7.87,3840,303,242,7.89,19.21
2024-02-07,Google Ads,Search,Fintech,Germany,163349,7906,0.0484,2.68,21188.08,360,58.86,44353.83,2.09,7510,360,288,4.79,73.57
2024-08-31,Google Ads,Video,Healthcare,USA,166957,5476,0.0328,1.22,6680.72,137,48.76,35345.21,5.29,5202,137,109,2.63,61.29
2024-06-28,Meta Ads,Display,SaaS,UK,169818,4992,0.0294,1.9,9484.8,146,64.96,26864.23,2.83,4742,146,116,3.08,81.77
2024-11-04,Google Ads,Display,EdTech,India,158441,3976,0.0251,2.72,10814.72,300,36.05,51868.85,4.8,3777,300,240,7.94,45.06
2024-12-25,Google Ads,Display,E-commerce,UK,10380,503,0.0485,2.0,1006.0,15,67.07,1306.45,1.3,477,15,12,3.14,83.83
2024-09-21,Google Ads,Shopping,SaaS,Australia,27791,930,0.0335,1.49,1385.7,73,18.98,10712.26,7.73,883,73,58,8.27,23.89
2024-03-28,Meta Ads,Shopping,E-commerce,Australia,124870,2622,0.021,1.68,4404.96,140,31.46,13095.31,2.97,2490,140,112,5.62,39.33
2024-08-30,Meta Ads,Display,Healthcare,Australia,137053,5550,0.0405,1.52,8436.0,381,22.14,43644.89,5.17,5272,381,304,7.23,27.75
2024-04-21,Meta Ads,Search,E-commerce,UAE,43062,1322,0.0307,0.7,925.4,23,40.23,2104.08,2.27,1255,23,18,1.83,51.41
2024-09-03,Google Ads,Video,SaaS,USA,177472,9210,0.0519,2.03,18696.3,410,45.6,45066.38,2.41,8749,410,328,4.69,57.0
2024-05-26,Google Ads,Display,Healthcare,Australia,25967,656,0.0253,2.69,1764.64,24,73.53,1078.62,0.61,623,24,19,3.85,92.88
2024-09-25,TikTok Ads,Shopping,SaaS,Canada,139162,7152,0.0514,1.39,9941.28,137,72.56,29124.09,2.93,6794,137,109,2.02,91.2
2024-12-22,Google Ads,Display,Fintech,UK,45364,1628,0.0359,1.23,2002.44,113,17.72,10930.4,5.46,1546,113,90,7.31,22.25
2024-01-15,Google Ads,Display,E-commerce,UK,62320,3857,0.0619,1.01,3895.57,158,24.66,17905.2,4.6,3664,158,126,4.31,30.92
2024-11-15,Meta Ads,Shopping,SaaS,Canada,141436,3026,0.0214,1.84,5567.84,108,51.55,24540.41,4.41,2874,108,86,3.76,64.74
2024-10-18,Meta Ads,Video,EdTech,Germany,152318,4554,0.0299,1.08,4918.32,296,16.62,64805.54,13.18,4326,296,236,6.84,20.84
2024-09-01,Google Ads,Search,SaaS,USA,27778,1902,0.0685,1.55,2948.1,125,23.58,15444.21,5.24,1806,125,100,6.92,29.48
2024-08-19,TikTok Ads,Video,E-commerce,UK,82400,3708,0.045,0.8,2966.4,139,21.34,31548.51,10.64,3522,139,111,3.95,26.72
2024-11-29,Google Ads,Search,Healthcare,UK,195606,10817,0.0553,3.53,38184.01,122,312.98,7355.91,0.19,10276,122,97,1.19,393.65
2024-11-20,TikTok Ads,Shopping,Fintech,Canada,18181,1179,0.0649,0.64,754.56,24,31.44,4581.7,6.07,1120,24,19,2.14,39.71
2024-04-26,Google Ads,Video,SaaS,USA,86560,5323,0.0615,0.91,4843.93,94,51.53,8283.62,1.71,5056,94,75,1.86,64.59
2024-03-11,Google Ads,Video,Fintech,USA,89845,2605,0.029,1.74,4532.7,155,29.24,14107.55,3.11,2474,155,124,6.27,36.55
2024-06-08,Meta Ads,Shopping,Fintech,Germany,194121,6270,0.0323,0.69,4326.3,133,32.53,11409.44,2.64,5956,133,106,2.23,40.81
2024-10-23,Meta Ads,Video,SaaS,Canada,81313,1089,0.0134,1.43,1557.27,77,20.22,3549.91,2.28,1034,77,61,7.45,25.53
2024-08-15,Google Ads,Display,Healthcare,USA,95153,5404,0.0568,1.7,9186.8,74,124.15,20688.95,2.25,5133,74,59,1.44,155.71
2024-02-17,Meta Ads,Display,Fintech,Germany,104926,3273,0.0312,1.48,4844.04,65,74.52,12449.27,2.57,3109,65,52,2.09,93.15
2024-12-06,Meta Ads,Shopping,SaaS,Germany,16093,466,0.029,0.83,386.78,28,13.81,5468.73,14.14,442,28,22,6.33,17.58
2024-11-27,Google Ads,Shopping,EdTech,Canada,155338,10718,0.069,1.86,19935.48,411,48.5,112821.78,5.66,10182,411,328,4.04,60.78
2024-11-13,Google Ads,Video,EdTech,Canada,179877,4317,0.024,2.54,10965.18,215,51.0,13004.03,1.19,4101,215,172,5.24,63.75
2024-08-24,TikTok Ads,Video,E-commerce,Australia,185510,9739,0.0525,2.05,19964.95,461,43.31,116711.4,5.85,9252,461,368,4.98,54.25
2024-08-20,TikTok Ads,Search,EdTech,Germany,135992,8023,0.059,0.4,3209.2,640,5.01,50560.98,15.76,7621,640,512,8.4,6.27
2024-01-16,Google Ads,Search,EdTech,Germany,192593,4949,0.0257,1.83,9056.67,172,52.66,20836.16,2.3,4701,172,137,3.66,66.11
2024-12-30,Meta Ads,Search,EdTech,UAE,18487,693,0.0375,0.49,339.57,36,9.43,7765.15,22.87,658,36,28,5.47,12.13
2024-11-24,Meta Ads,Video,EdTech,UK,88452,3361,0.038,1.63,5478.43,180,30.44,8119.45,1.48,3192,180,144,5.64,38.04
2024-10-16,TikTok Ads,Display,Fintech,USA,178714,7559,0.0423,1.14,8617.26,312,27.62,39985.98,4.64,7181,312,249,4.34,34.61
2024-07-05,TikTok Ads,Display,SaaS,UK,113190,3984,0.0352,1.41,5617.44,172,32.66,10269.39,1.83,3784,172,137,4.55,41.0
2024-04-13,Meta Ads,Video,E-commerce,Australia,126103,4300,0.0341,1.09,4687.0,313,14.97,18027.88,3.85,4085,313,250,7.66,18.75
2024-12-21,Google Ads,Search,Healthcare,India,101355,4459,0.044,2.55,11370.45,122,93.2,10455.25,0.92,4236,122,97,2.88,117.22
2024-02-16,Google Ads,Display,EdTech,Canada,197974,4375,0.0221,2.43,10631.25,347,30.64,73971.79,6.96,4156,347,277,8.35,38.38
2024-04-07,Meta Ads,Shopping,Fintech,UK,49261,724,0.0147,0.62,448.88,31,14.48,1397.37,3.11,687,31,24,4.51,18.7
2024-01-31,TikTok Ads,Shopping,SaaS,India,174668,10916,0.0625,0.63,6877.08,310,22.18,37599.64,5.47,10370,310,248,2.99,27.73
2024-10-16,Google Ads,Shopping,Fintech,USA,163178,5172,0.0317,2.21,11430.12,325,35.17,14305.21,1.25,4913,325,260,6.62,43.96
2024-11-17,TikTok Ads,Search,EdTech,USA,105726,8542,0.0808,1.4,11958.8,662,18.06,104498.78,8.74,8114,662,529,8.16,22.61
2024-02-12,TikTok Ads,Display,Healthcare,UAE,74285,2094,0.0282,0.63,1319.22,92,14.34,18972.8,14.38,1989,92,73,4.63,18.07
2024-01-29,Google Ads,Display,EdTech,USA,168471,6014,0.0357,0.97,5833.58,117,49.86,25231.33,4.33,5713,117,93,2.05,62.73
2024-10-09,TikTok Ads,Search,E-commerce,UK,128295,4695,0.0366,0.84,3943.8,276,14.29,42279.01,10.72,4460,276,220,6.19,17.93
2024-11-26,Meta Ads,Search,Healthcare,Australia,109777,2722,0.0248,1.44,3919.68,170,23.06,47040.47,12.0,2585,170,136,6.58,28.82
2024-09-17,TikTok Ads,Video,Healthcare,UAE,153537,7277,0.0474,1.0,7277.0,175,41.58,48117.42,6.61,6913,175,140,2.53,51.98
2024-08-30,Google Ads,Shopping,Fintech,Germany,20915,913,0.0437,1.03,940.39,37,25.42,3637.08,3.87,867,37,29,4.27,32.43
2024-07-26,Meta Ads,Search,EdTech,UK,29992,605,0.0202,0.61,369.05,35,10.54,5311.42,14.39,574,35,28,6.1,13.18
2024-03-05,Meta Ads,Search,Fintech,UK,187461,2511,0.0134,1.7,4268.7,189,22.59,16540.06,3.87,2385,189,151,7.92,28.27
2024-05-17,Google Ads,Display,E-commerce,Australia,107885,3344,0.031,2.09,6988.96,262,26.68,51456.48,7.36,3176,262,209,8.25,33.44
2024-05-23,Google Ads,Video,E-commerce,Germany,162242,5110,0.0315,2.67,13643.7,118,115.62,30643.55,2.25,4854,118,94,2.43,145.15
2024-05-06,Meta Ads,Video,EdTech,USA,34404,1204,0.035,1.42,1709.68,94,18.19,17655.16,10.33,1143,94,75,8.22,22.8
2024-11-02,Meta Ads,Display,EdTech,Australia,133773,3491,0.0261,1.83,6388.53,181,35.3,21663.32,3.39,3316,181,144,5.46,44.36
2024-08-03,Google Ads,Video,SaaS,Canada,185948,5373,0.0289,0.73,3922.29,82,47.83,15594.76,3.98,5104,82,65,1.61,60.34
2024-07-13,Google Ads,Shopping,Healthcare,Australia,98375,1898,0.0193,3.35,6358.3,45,141.3,2253.91,0.35,1803,45,36,2.5,176.62
2024-07-22,Google Ads,Video,Healthcare,USA,190826,12174,0.0638,1.75,21304.5,933,22.83,139478.01,6.55,11565,933,746,8.07,28.56
2024-07-07,Meta Ads,Display,Healthcare,UAE,105050,3077,0.0293,0.5,1538.5,206,7.47,55580.46,36.13,2923,206,164,7.05,9.38
2024-07-19,Google Ads,Shopping,E-commerce,India,52547,2806,0.0534,2.15,6032.9,47,128.36,13262.4,2.2,2665,47,37,1.76,163.05
2024-05-15,Google Ads,Search,Healthcare,India,139648,4398,0.0315,3.0,13194.0,347,38.02,82597.15,6.26,4178,347,277,8.31,47.63
2024-06-21,TikTok Ads,Search,Fintech,Germany,186434,8743,0.0469,1.65,14425.95,87,165.82,21530.58,1.49,8305,87,69,1.05,209.07
2024-07-29,Google Ads,Search,Fintech,Germany,63001,3181,0.0505,1.48,4707.88,94,50.08,3324.55,0.71,3021,94,75,3.11,62.77
2024-04-12,Meta Ads,Shopping,E-commerce,UK,132343,3507,0.0265,1.14,3997.98,238,16.8,17184.94,4.3,3331,238,190,7.15,21.04
2024-06-19,Google Ads,Shopping,Healthcare,UK,172570,3692,0.0214,2.16,7974.72,53,150.47,15699.11,1.97,3507,53,42,1.51,189.87
2024-04-09,Google Ads,Video,Fintech,UAE,196510,10316,0.0525,2.0,20632.0,282,73.16,66245.27,3.21,9800,282,225,2.88,91.7
2024-05-13,Google Ads,Display,EdTech,Canada,140875,6818,0.0484,2.25,15340.5,142,108.03,28774.25,1.88,6477,142,113,2.19,135.76
2024-08-02,TikTok Ads,Shopping,SaaS,USA,50955,3892,0.0764,1.27,4942.84,224,22.07,60995.17,12.34,3697,224,179,6.06,27.61
2024-10-19,Google Ads,Search,Fintech,USA,103991,3067,0.0295,2.59,7943.53,142,55.94,36045.3,4.54,2913,142,113,4.87,70.3
2024-10-25,Google Ads,Video,EdTech,Germany,22637,876,0.0387,1.22,1068.72,16,66.8,2623.14,2.45,832,16,12,1.92,89.06
2024-12-20,Meta Ads,Display,Fintech,Canada,86099,2910,0.0338,2.19,6372.9,194,32.85,39485.52,6.2,2764,194,155,7.02,41.12
2024-11-08,Meta Ads,Display,Fintech,UAE,181950,2401,0.0132,0.67,1608.67,168,9.58,30028.61,18.67,2280,168,134,7.37,12.0
2024-06-11,Meta Ads,Video,E-commerce,Australia,102229,2146,0.021,0.61,1309.06,52,25.17,14121.79,10.79,2038,52,41,2.55,31.93
2024-09-22,TikTok Ads,Video,SaaS,Germany,53167,2536,0.0477,0.44,1115.84,145,7.7,11216.46,10.05,2409,145,116,6.02,9.62
2024-05-06,Meta Ads,Shopping,SaaS,Canada,10177,413,0.0406,1.85,764.05,16,47.75,4058.36,5.31,392,16,12,4.08,63.67
2024-12-08,Meta Ads,Shopping,E-commerce,Canada,67714,738,0.0109,1.11,819.18,17,48.19,1445.84,1.76,701,17,13,2.43,63.01
2024-10-23,Google Ads,Shopping,Fintech,UK,51032,3036,0.0595,2.23,6770.28,195,34.72,18761.36,2.77,2884,195,156,6.76,43.4
2024-08-11,TikTok Ads,Display,SaaS,USA,68474,4923,0.0719,0.47,2313.81,198,11.69,32574.4,14.08,4676,198,158,4.23,14.64
2024-08-12,TikTok Ads,Video,SaaS,Australia,12838,784,0.0611,0.42,329.28,56,5.88,2887.05,8.77,744,56,44,7.53,7.48
2024-06-05,Google Ads,Display,Healthcare,UK,151595,9262,0.0611,1.76,16301.12,572,28.5,85249.68,5.23,8798,572,457,6.5,35.67
2024-04-11,TikTok Ads,Video,E-commerce,Germany,38799,1303,0.0336,0.33,429.99,51,8.43,4095.81,9.53,1237,51,40,4.12,10.75
2024-06-23,Google Ads,Video,SaaS,Australia,121565,2601,0.0214,2.04,5306.04,176,30.15,34156.84,6.44,2470,176,140,7.13,37.9
2024-09-11,Meta Ads,Display,E-commerce,Canada,38762,1007,0.026,0.68,684.76,16,42.8,3871.2,5.65,956,16,12,1.67,57.06
2024-02-18,Meta Ads,Search,E-commerce,India,32410,693,0.0214,1.79,1240.47,21,59.07,678.51,0.55,658,21,16,3.19,77.53
2024-03-29,TikTok Ads,Video,EdTech,Australia,134132,4694,0.035,0.82,3849.08,306,12.58,52932.5,13.75,4459,306,244,6.86,15.77
2024-01-28,Google Ads,Display,E-commerce,Australia,38005,1489,0.0392,1.51,2248.39,79,28.46,23043.93,10.25,1414,79,63,5.59,35.69
2024-01-15,Google Ads,Search,E-commerce,India,91348,2914,0.0319,1.73,5041.22,98,51.44,14981.67,2.97,2768,98,78,3.54,64.63
2024-08-22,Google Ads,Display,E-commerce,UK,87607,3661,0.0418,3.15,11532.15,106,108.79,31383.75,2.72,3477,106,84,3.05,137.29
2024-02-01,TikTok Ads,Shopping,Fintech,India,95288,7108,0.0746,0.51,3625.08,454,7.98,132401.61,36.52,6752,454,363,6.72,9.99
2024-09-28,TikTok Ads,Video,Healthcare,UK,68620,3602,0.0525,0.48,1728.96,134,12.9,22980.94,13.29,3421,134,107,3.92,16.16
2024-07-06,TikTok Ads,Video,Healthcare,Australia,95975,3848,0.0401,1.78,6849.44,66,103.78,6246.82,0.91,3655,66,52,1.81,131.72
2024-12-12,Google Ads,Shopping,SaaS,Canada,162064,5607,0.0346,2.42,13568.94,77,176.22,8174.03,0.6,5326,77,61,1.45,222.44
2024-05-18,Meta Ads,Search,Fintech,USA,57712,848,0.0147,0.9,763.2,64,11.93,2136.83,2.8,805,64,51,7.95,14.96
2024-06-29,Meta Ads,Shopping,Fintech,Germany,147412,3670,0.0249,1.17,4293.9,162,26.51,38717.46,9.02,3486,162,129,4.65,33.29
2024-02-06,Google Ads,Display,E-commerce,UAE,79525,2298,0.0289,1.58,3630.84,119,30.51,21777.03,6.0,2183,119,95,5.45,38.22
2024-04-18,Meta Ads,Shopping,E-commerce,UK,78480,1389,0.0177,1.69,2347.41,19,123.55,2972.32,1.27,1319,19,15,1.44,156.49
2024-03-11,TikTok Ads,Display,SaaS,UK,165232,7617,0.0461,0.77,5865.09,601,9.76,102707.85,17.51,7236,601,480,8.31,12.22
2024-05-18,Google Ads,Display,SaaS,UAE,13294,583,0.0439,1.38,804.54,46,17.49,11553.7,14.36,553,46,36,8.32,22.35
2024-11-16,Meta Ads,Video,EdTech,UK,55333,852,0.0154,1.05,894.6,66,13.55,12295.52,13.74,809,66,52,8.16,17.2
2024-09-24,Meta Ads,Display,Fintech,UK,177027,6160,0.0348,1.23,7576.8,220,34.44,59390.91,7.84,5852,220,176,3.76,43.05
2024-11-10,Meta Ads,Search,E-commerce,USA,21679,448,0.0207,0.89,398.72,31,12.86,3556.66,8.92,425,31,24,7.29,16.61
2024-07-09,Google Ads,Search,Healthcare,UK,18601,706,0.038,2.0,1412.0,54,26.15,3302.39,2.34,670,54,43,8.06,32.84
2024-11-29,Google Ads,Shopping,Healthcare,UAE,146583,2990,0.0204,1.61,4813.9,114,42.23,8660.28,1.8,2840,114,91,4.01,52.9
2024-11-17,Google Ads,Shopping,Fintech,Australia,46745,2140,0.0458,3.44,7361.6,38,193.73,5289.97,0.72,2033,38,30,1.87,245.39
2024-12-09,Google Ads,Display,E-commerce,Canada,39505,2251,0.057,3.06,6888.06,149,46.23,30920.99,4.49,2138,149,119,6.97,57.88
2024-03-11,Google Ads,Shopping,Healthcare,Germany,179342,4071,0.0227,2.26,9200.46,195,47.18,30682.52,3.33,3867,195,156,5.04,58.98
2024-10-27,Google Ads,Video,Fintech,UAE,75410,3039,0.0403,0.95,2887.05,239,12.08,29467.42,10.21,2887,239,191,8.28,15.12
2024-06-28,Google Ads,Search,Healthcare,UAE,83488,4049,0.0485,1.15,4656.35,45,103.47,2103.0,0.45,3846,45,36,1.17,129.34
2024-12-26,TikTok Ads,Display,SaaS,USA,149143,5175,0.0347,0.53,2742.75,140,19.59,11705.28,4.27,4916,140,112,2.85,24.49
2024-11-21,Meta Ads,Shopping,Fintech,Australia,52743,1207,0.0229,1.93,2329.51,90,25.88,11281.65,4.84,1146,90,72,7.85,32.35
2024-04-19,Meta Ads,Shopping,Healthcare,UK,92091,3342,0.0363,1.48,4946.16,145,34.11,37976.42,7.68,3174,145,116,4.57,42.64
2024-04-14,TikTok Ads,Video,Healthcare,USA,118687,10586,0.0892,0.75,7939.5,635,12.5,88046.75,11.09,10056,635,508,6.31,15.63
2024-10-25,Google Ads,Video,EdTech,UAE,195664,6378,0.0326,2.6,16582.8,312,53.15,33814.66,2.04,6059,312,249,5.15,66.6
2024-09-26,TikTok Ads,Search,EdTech,India,89946,5162,0.0574,0.63,3252.06,349,9.32,87393.19,26.87,4903,349,279,7.12,11.66
2024-12-05,TikTok Ads,Search,EdTech,India,170529,11766,0.069,1.48,17413.68,695,25.06,102403.13,5.88,11177,695,556,6.22,31.32
2024-01-03,Meta Ads,Display,Fintech,Canada,129750,2452,0.0189,1.09,2672.68,93,28.74,23770.39,8.89,2329,93,74,3.99,36.12
2024-01-22,Meta Ads,Display,Healthcare,USA,197882,5144,0.026,0.81,4166.64,299,13.94,68061.76,16.33,4886,299,239,6.12,17.43
2024-06-06,Google Ads,Display,E-commerce,Australia,58266,2651,0.0455,1.22,3234.22,103,31.4,3487.43,1.08,2518,103,82,4.09,39.44
2024-09-01,Meta Ads,Search,E-commerce,USA,98699,2171,0.022,2.22,4819.62,92,52.39,5066.63,1.05,2062,92,73,4.46,66.02
2024-01-18,TikTok Ads,Video,EdTech,UK,172820,5512,0.0319,1.5,8268.0,229,36.1,38190.22,4.62,5236,229,183,4.37,45.18
2024-11-30,Google Ads,Shopping,EdTech,UK,61902,2599,0.042,2.92,7589.08,160,47.43,43994.91,5.8,2469,160,128,6.48,59.29
2024-07-20,TikTok Ads,Shopping,EdTech,UAE,148573,8706,0.0586,1.77,15409.62,643,23.97,163989.09,10.64,8270,643,514,7.78,29.98
2024-11-06,Meta Ads,Shopping,EdTech,Germany,149654,6689,0.0447,1.29,8628.81,262,32.93,10578.46,1.23,6354,262,209,4.12,41.29
2024-01-24,Meta Ads,Search,Healthcare,India,191478,6414,0.0335,1.57,10069.98,236,42.67,56534.15,5.61,6093,236,188,3.87,53.56
2024-05-01,Meta Ads,Search,E-commerce,Canada,7196,287,0.04,2.21,634.27,10,63.43,693.26,1.09,272,10,8,3.68,79.28
2024-11-14,Google Ads,Display,Healthcare,India,30757,1202,0.0391,3.26,3918.52,60,65.31,5647.0,1.44,1141,60,48,5.26,81.64
2024-04-11,Google Ads,Display,Healthcare,Canada,17578,330,0.0188,3.07,1013.1,20,50.66,3553.78,3.51,313,20,16,6.39,63.32
2024-02-02,Google Ads,Display,E-commerce,USA,65530,2018,0.0308,2.81,5670.58,117,48.47,12114.63,2.14,1917,117,93,6.1,60.97
2024-09-18,TikTok Ads,Search,SaaS,UK,89403,5578,0.0624,1.48,8255.44,414,19.94,80503.15,9.75,5299,414,331,7.81,24.94
2024-06-09,TikTok Ads,Shopping,E-commerce,Australia,161904,4339,0.0268,1.05,4555.95,178,25.6,22405.85,4.92,4122,178,142,4.32,32.08
2024-09-08,Meta Ads,Video,EdTech,Canada,27036,708,0.0262,1.67,1182.36,12,98.53,1538.26,1.3,672,12,9,1.79,131.37
2024-06-08,Meta Ads,Shopping,SaaS,UK,12712,212,0.0167,1.7,360.4,9,40.04,375.03,1.04,201,9,7,4.48,51.49
2024-02-10,Google Ads,Shopping,E-commerce,UAE,24198,1214,0.0502,1.35,1638.9,60,27.32,11611.94,7.09,1153,60,48,5.2,34.14
2024-07-31,Google Ads,Display,SaaS,India,80324,2337,0.0291,2.99,6987.63,50,139.75,12463.37,1.78,2220,50,40,2.25,174.69
2024-04-22,Google Ads,Search,SaaS,Germany,160525,6003,0.0374,1.67,10025.01,106,94.58,12306.27,1.23,5702,106,84,1.86,119.35
2024-02-27,Google Ads,Display,Fintech,Germany,104821,4224,0.0403,1.36,5744.64,307,18.71,89314.07,15.55,4012,307,245,7.65,23.45
2024-10-03,Google Ads,Video,Healthcare,India,48118,1616,0.0336,3.66,5914.56,129,45.85,28604.24,4.84,1535,129,103,8.4,57.42
2024-02-06,TikTok Ads,Display,SaaS,Australia,53709,2868,0.0534,0.89,2552.52,222,11.5,47503.54,18.61,2724,222,177,8.15,14.42
2024-02-14,Google Ads,Display,Healthcare,UK,25497,1142,0.0448,1.84,2101.28,75,28.02,18551.01,8.83,1084,75,60,6.92,35.02
2024-08-26,TikTok Ads,Display,Fintech,UAE,178782,7705,0.0431,1.28,9862.4,352,28.02,30909.61,3.13,7319,352,281,4.81,35.1
2024-05-03,Meta Ads,Video,Healthcare,India,189221,7587,0.0401,0.91,6904.17,80,86.3,2769.22,0.4,7207,80,64,1.11,107.88
2024-12-26,Meta Ads,Search,Fintech,Germany,138704,1803,0.013,0.86,1550.58,119,13.03,10297.42,6.64,1712,119,95,6.95,16.32
2024-10-08,Google Ads,Video,EdTech,UK,120475,7794,0.0647,0.78,6079.32,530,11.47,143639.1,23.63,7404,530,424,7.16,14.34
2024-08-19,Google Ads,Shopping,Healthcare,Germany,125019,8251,0.066,3.77,31106.27,609,51.08,135443.82,4.35,7838,609,487,7.77,63.87
2024-12-11,Meta Ads,Search,EdTech,USA,198775,3637,0.0183,1.99,7237.63,235,30.8,18520.23,2.56,3455,235,188,6.8,38.5
